dataset,stability_scope,model_family,seed_a,seed_b,spearman_rho,spearman_p_value,kendall_tau,kendall_p_value,kendalls_w,top5_overlap_count,top5_overlap_rate,top10_overlap_count,top10_overlap_rate
taiwan,ablation_full_features,lightgbm,67920,758081,0.966327474560592,1.4205248659461616e-27,0.8743961352657006,1.0468034513765422e-17,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,67920,761112,0.9749614554424916,2.2906491021909112e-30,0.9130434782608697,3.6394203191460355e-19,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,67920,773919,0.9694110391612705,1.7719814722973537e-28,0.8801932367149758,6.382087671072473e-18,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,67920,778383,0.9839654640764722,1.3849939428478138e-34,0.9149758454106282,3.065313666003139e-19,0.978693999383287,5,1.0,8,0.8
taiwan,ablation_full_features,lightgbm,67920,781548,0.9879124267653407,2.8773707450132424e-37,0.9169082125603866,2.580855576540007e-19,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,67920,786037,0.968177613320999,4.175393840805212e-28,0.8666666666666667,2.0148789910237746e-17,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,67920,822743,0.9542399013259327,1.0700213969030367e-24,0.8550724637681161,5.323691415681353e-17,0.978693999383287,5,1.0,8,0.8
taiwan,ablation_full_features,lightgbm,67920,827621,0.9710144927536232,5.509424693604002e-29,0.9014492753623189,1.0119148195416758e-18,0.978693999383287,4,0.8,9,0.9
taiwan,ablation_full_features,lightgbm,67920,839722,0.984582176996608,5.880631985826803e-35,0.9149758454106282,3.065313666003139e-19,0.978693999383287,5,1.0,9,0.9
taiwan,ablation_full_features,lightgbm,67920,858280,0.9796484736355225,2.513923499396676e-32,0.8995169082125605,1.1984611966222292e-18,0.978693999383287,4,0.8,9,0.9
