dataset,system,row_type,feature_group,feature,fp_mean,tp_mean,tn_mean,fn_mean,smd_fp_vs_tp,smd_fp_vs_tn,smd_fp_vs_fn,abs_smd_fp_vs_tp,abs_smd_fp_vs_tn,abs_smd_fp_vs_fn,fp_closer_to_feature,fp_group_size,tp_group_size,tn_group_size,fn_group_size
taiwan,Best SCRE policy,feature,payment_delay,recent_delay,0.6662636033857315,0.8323057953144266,0.0405616224648986,0.0484496124031007,-0.3900828612395189,1.7302283126006617,1.6851713508398287,0.3900828612395189,1.7302283126006617,1.6851713508398287,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,debt_payment,LIMIT_BAL,112200.72551390568,117037.82983970406,190436.8174726989,169864.34108527133,-0.04502737213689165,-0.652334474362474,-0.49543594630465587,0.04502737213689165,0.652334474362474,0.49543594630465587,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,debt_payment,utilization_proxy,0.4500753473988905,0.4980768343700802,0.3375701115472961,0.3572978699469098,-0.12440408174532207,0.30572655933124915,0.24264621817582227,0.12440408174532207,0.30572655933124915,0.24264621817582227,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,debt_payment,payment_to_bill_ratio,18.969690054198267,6.350731002265209,31.99209893701201,1.934905188621078,0.06358727013599262,-0.012658690996696897,0.09667514720269475,0.06358727013599262,0.012658690996696897,0.09667514720269475,TN-like possible false alarm,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,debt_payment,total_bill_amt,205322.76662636036,280376.08877928485,287726.51586063445,265011.87403100776,-0.20586620268857428,-0.231599876874096,-0.15811891746855447,0.20586620268857428,0.231599876874096,0.15811891746855447,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,debt_payment,total_pay_amt,13620.819830713424,14134.231812577063,40774.73816952678,26680.513565891477,-0.021483028131193117,-0.45583046195373106,-0.3860772110049719,0.021483028131193117,0.45583046195373106,0.3860772110049719,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,demographics,AGE,35.35550181378476,35.847102342786684,35.661466458658346,36.27325581395349,-0.050089701133954924,-0.032566522949349475,-0.09700708690496199,0.050089701133954924,0.032566522949349475,0.09700708690496199,TN-like possible false alarm,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,demographics,SEX,1.5574365175332527,1.5782983970406903,1.6164846593863755,1.5755813953488371,-0.042097126040136656,-0.12009539332570814,-0.03659247439838265,0.042097126040136656,0.12009539332570814,0.03659247439838265,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,demographics,EDUCATION,1.911729141475212,1.9038224414303329,1.806292251690068,1.8914728682170543,0.011429287610768333,0.14441187138594752,0.027984429254095868,0.011429287610768333,0.14441187138594752,0.027984429254095868,TP-like risky profile,827.0,811.0,3846.0,516.0
taiwan,Best SCRE policy,feature,demographics,MARRIAGE,1.5610640870616688,1.5067817509247845,1.5650026001040045,1.503875968992248,0.1043985266088341,-0.007524200364164809,0.10911335495289215,0.1043985266088341,0.007524200364164809,0.10911335495289215,TN-like possible false alarm,827.0,811.0,3846.0,516.0
